"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"63999","Russian Federation","2012","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2013","1942584",""
"64000","Russian Federation","2012","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2013","2033719",""
"64001","Russian Federation","2012","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2013","2144830",""
"64002","Russian Federation","2012","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2013","2236913",""
"64004","Russian Federation","2012","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2013","2372965",""
"64005","Russian Federation","2012","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2013","2371075",""
"64006","Russian Federation","2012","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2013","2278286",""
"64007","Russian Federation","2012","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2013","2239202",""
"64008","Russian Federation","2012","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2013","2165174",""
"64010","Russian Federation","2012","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2013","2125962",""
"64011","Russian Federation","2012","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2013","2115403",""
"64012","Russian Federation","2012","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2013","1995933",""
"64013","Russian Federation","2012","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2013","1895942",""
"64014","Russian Federation","2012","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2013","1859691",""
"64016","Russian Federation","2012","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2013","1804633",""
"64017","Russian Federation","2012","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2013","1795392",""
"64018","Russian Federation","2012","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2013","1631039",""
"64019","Russian Federation","2012","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2013","1444102",""
"64020","Russian Federation","2012","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2013","1336626",""
"64022","Russian Federation","2012","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2013","1004309",""
"64023","Russian Federation","2012","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2013","661305",""
"64024","Russian Federation","2012","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2013","537884",""
"64025","Russian Federation","2012","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2013","634386",""
"64026","Russian Federation","2012","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2013","956437",""
"64028","Russian Federation","2012","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2013","1189659",""
"64029","Russian Federation","2012","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2013","1267232",""
"64030","Russian Federation","2012","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2013","1291355",""
"64031","Russian Federation","2012","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2013","1260389",""
"64032","Russian Federation","2012","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2013","1105800",""
"64034","Russian Federation","2012","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2013","892955",""
"64035","Russian Federation","2012","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2013","712156",""
"64036","Russian Federation","2012","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2013","581866",""
"64037","Russian Federation","2012","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2013","596083",""
"64038","Russian Federation","2012","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2013","610647",""
"64040","Russian Federation","2012","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2013","611270",""
"64041","Russian Federation","2012","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2013","584639",""
"64042","Russian Federation","2012","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2013","524792",""
"64043","Russian Federation","2012","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2013","464606",""
"64044","Russian Federation","2012","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2013","385718",""
"64046","Russian Federation","2012","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2013","312584",""
"64047","Russian Federation","2012","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2013","244410",""
"64048","Russian Federation","2012","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2013","186789",""
"64049","Russian Federation","2012","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2013","132154",""
"64050","Russian Federation","2012","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2013","91415",""
"64052","Russian Federation","2012","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2013","65549",""
"64053","Russian Federation","2012","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2013","46753",""
"64054","Russian Federation","2012","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2013","37000",""
"64055","Russian Federation","2012","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2013","25446",""
"64056","Russian Federation","2012","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2013","15778",""
"64058","Russian Federation","2012","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2013","13045",""
"64059","Russian Federation","2012","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2013","10760",""
"64060","Russian Federation","2012","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2013","7746",""
"64061","Russian Federation","2012","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2013","5293",""
"65213","Rwanda","2012","Total","Both Sexes","0","Census - de jure - complete tabulation","Final figure, complete","2016","309557",""
"65215","Rwanda","2012","Total","Both Sexes","1","Census - de jure - complete tabulation","Final figure, complete","2016","303222",""
"65216","Rwanda","2012","Total","Both Sexes","2","Census - de jure - complete tabulation","Final figure, complete","2016","284884",""
"65217","Rwanda","2012","Total","Both Sexes","3","Census - de jure - complete tabulation","Final figure, complete","2016","316839",""
"65218","Rwanda","2012","Total","Both Sexes","4","Census - de jure - complete tabulation","Final figure, complete","2016","325525",""
"65219","Rwanda","2012","Total","Both Sexes","5","Census - de jure - complete tabulation","Final figure, complete","2016","311581",""
"65221","Rwanda","2012","Total","Both Sexes","6","Census - de jure - complete tabulation","Final figure, complete","2016","326912",""
"65222","Rwanda","2012","Total","Both Sexes","7","Census - de jure - complete tabulation","Final figure, complete","2016","310509",""
"65223","Rwanda","2012","Total","Both Sexes","8","Census - de jure - complete tabulation","Final figure, complete","2016","289357",""
"65224","Rwanda","2012","Total","Both Sexes","9","Census - de jure - complete tabulation","Final figure, complete","2016","284627",""
"65225","Rwanda","2012","Total","Both Sexes","10","Census - de jure - complete tabulation","Final figure, complete","2016","291856",""
"65227","Rwanda","2012","Total","Both Sexes","11","Census - de jure - complete tabulation","Final figure, complete","2016","223426",""
"65228","Rwanda","2012","Total","Both Sexes","12","Census - de jure - complete tabulation","Final figure, complete","2016","312684",""
"65229","Rwanda","2012","Total","Both Sexes","13","Census - de jure - complete tabulation","Final figure, complete","2016","217634",""
"65230","Rwanda","2012","Total","Both Sexes","14","Census - de jure - complete tabulation","Final figure, complete","2016","219470",""
"65231","Rwanda","2012","Total","Both Sexes","15","Census - de jure - complete tabulation","Final figure, complete","2016","233802",""
"65233","Rwanda","2012","Total","Both Sexes","16","Census - de jure - complete tabulation","Final figure, complete","2016","252180",""
"65234","Rwanda","2012","Total","Both Sexes","17","Census - de jure - complete tabulation","Final figure, complete","2016","201063",""
"65235","Rwanda","2012","Total","Both Sexes","18","Census - de jure - complete tabulation","Final figure, complete","2016","241622",""
"65236","Rwanda","2012","Total","Both Sexes","19","Census - de jure - complete tabulation","Final figure, complete","2016","184408",""
"65237","Rwanda","2012","Total","Both Sexes","20","Census - de jure - complete tabulation","Final figure, complete","2016","225915",""
"65239","Rwanda","2012","Total","Both Sexes","21","Census - de jure - complete tabulation","Final figure, complete","2016","185404",""
"65240","Rwanda","2012","Total","Both Sexes","22","Census - de jure - complete tabulation","Final figure, complete","2016","219505",""
"65241","Rwanda","2012","Total","Both Sexes","23","Census - de jure - complete tabulation","Final figure, complete","2016","192939",""
"65242","Rwanda","2012","Total","Both Sexes","24","Census - de jure - complete tabulation","Final figure, complete","2016","204622",""
"65243","Rwanda","2012","Total","Both Sexes","25","Census - de jure - complete tabulation","Final figure, complete","2016","195887",""
"65245","Rwanda","2012","Total","Both Sexes","26","Census - de jure - complete tabulation","Final figure, complete","2016","185874",""
